city,neighbourhood,min,max,mean,bedrooms,level,neighbourhood-level
LA,Cypress Park,3.688879454,5.370638028,4.377905734,1.166666667,3.752490629,2
NYC,DUMBO,4.442651256,6.109247583,5.179989254,1.28125,4.042918442,3
SF,Daly City,3.465735903,6.522092798,4.550236597,2.4,1.895931915,1
DC,Deanwood,3.135494216,5.192956851,3.979515512,1.333333333,2.984636634,1
LA,Del Rey,3.258096538,6.476972363,4.696496162,1.242009132,3.781370072,2
SF,Diamond Heights,4.553876892,7.146772179,5.200612501,1.588235294,3.274459723,1
NYC,Ditmars / Steinway,3.401197382,5.991464547,4.430436237,1.223140496,3.622180977,1
SF,Dogpatch,4.369447852,6.684611728,5.354969358,1.227272727,4.363308365,4
NYC,Dongan Hills,4.430816799,4.430816799,4.430816799,1,4.430816799,4
Boston,Dorchester,3.218875825,6.802394763,4.42895518,1.405594406,3.150948213,1
DC,Douglass,4.077537444,7.003065459,4.857344361,1.5,3.238229574,1
LA,Downey,3.555348061,6.336825731,4.310978297,1.25,3.448782638,1
LA,Downtown,3.218875825,7.13089883,5.132123729,0.974311927,5.267433959,4
SF,Downtown,3.218875825,7.13089883,5.132123729,0.974311927,5.267433959,4
Boston,Downtown,3.218875825,7.13089883,5.132123729,0.974311927,5.267433959,4
NYC,Downtown Brooklyn,3.912023005,6.052089169,4.910761543,1.04040404,4.720052357,4
Boston,Downtown Crossing,4.234106505,6.214608098,5.25559371,1.245283019,4.220401009,4
DC,Downtown/Penn Quarter,2.302585093,7.003065459,5.612242924,1.117117117,5.023862618,4
LA,Duarte,3.555348061,5.192956851,4.034151695,1.4,2.881536925,1
SF,Duboce Triangle,4.17438727,6.956545443,5.122984086,1.287037037,3.980448067,3
Chicago,Dunning,3.80666249,5.521460918,4.43359828,1.333333333,3.32519871,1
DC,Dupont Circle,3.784189634,7.244227516,5.115150055,0.99122807,5.16041687,4
DC,Dupont Park,4.553876892,5.65248918,5.123717349,3.333333333,1.537115205,1
NYC,Dyker Heights,4.094344562,5.438079309,4.669791823,1.5,3.113194549,1
LA,Eagle Rock,3.555348061,6.212606096,4.5764905,1.222222222,3.744401318,2
Boston,East Boston,3.401197382,6.684611728,4.672783295,1.441340782,3.241969805,1
DC,East Corner,3.80666249,5.521460918,4.357301996,1.4,3.112358569,1
NYC,East Elmhurst,3.218875825,5.669880923,3.965399658,1.259259259,3.148993846,1
NYC,East Flatbush,2.302585093,6.476972363,4.346007088,1.237569061,3.511728941,1
NYC,East Harlem,2.708050201,6.684611728,4.606470319,1.143757881,4.02748728,3
LA,East Hollywood,2.48490665,7.170119543,4.460557328,1.046242775,4.263405623,4
LA,East Los Angeles,3.891820298,5.703782475,4.542618004,1.363636364,3.331253203,1
NYC,East New York,2.995732274,6.476972363,4.275689495,1.313253012,3.255800258,1
LA,East San Gabriel,4.025351691,5.828945618,4.737679542,1.615384615,2.93284924,1
NYC,East Village,2.772588722,7.600402335,5.077621577,1.113161132,4.561443472,4
NYC,Eastchester,3.401197382,5.521460918,4.36422986,1.333333333,3.273172395,1
DC,Eastland Gardens,3.258096538,4.49980967,3.918583034,1,3.918583034,3
LA,Echo Park,3.218875825,7.090076836,4.657630877,1.239709443,3.757034282,2
DC,Eckington,2.302585093,7.575584652,4.732251826,1.385964912,3.414409545,1
NYC,Edenwald,3.465735903,4.317488114,4.023625907,0.8,5.029532383,4
Chicago,Edgewater,3.135494216,6.421622268,4.466049824,1.376811594,3.243762504,1
DC,Edgewood,3.33220451,7.090076836,4.735476306,1.069767442,4.426640895,4
Chicago,Edison Park,3.688879454,3.688879454,3.688879454,1,3.688879454,2
LA,El Monte,3.401197382,5.293304825,4.17208298,1.473684211,2.831056308,1
LA,El Segundo,3.526360525,6.396929655,4.581256513,1.344827586,3.406575356,1
LA,El Sereno,2.890371758,5.616771098,4.359646177,1.294117647,3.368817501,1
NYC,Elm Park,3.688879454,5.521460918,4.714987108,1.25,3.771989687,2
NYC,Elmhurst,3.218875825,5.666426688,4.18011597,1.11627907,3.744687223,2
NYC,Eltingville,3.526360525,4.317488114,3.814483964,1,3.814483964,2
LA,Elysian Valley,3.610917913,5.669880923,4.623059056,1.421052632,3.25326378,1
NYC,Emerson Hill,6.061456919,6.214608098,6.138032509,4,1.534508127,1
LA,Encino,3.555348061,7.495541944,5.089924183,2.083333333,2.443163608,1
Chicago,Englewood,2.302585093,5.902633333,3.668235495,1.384615385,2.649281191,1
SF,Excelsior,3.663561646,5.926926026,4.650184789,1.426966292,3.258790915,1
DC,Fairlawn,3.688879454,7.313220387,4.973841627,1.772727273,2.805756815,1
Boston,Fenway/Kenmore,2.833213344,7.150701458,4.960046958,1.168674699,4.244163892,4
NYC,Financial District,2.48490665,7.313220387,5.1056555,1.005347594,5.078497758,4
SF,Financial District,2.48490665,7.313220387,5.1056555,1.005347594,5.078497758,4
Boston,Financial District,2.48490665,7.313220387,5.1056555,1.005347594,5.078497758,4
SF,Fisherman's Wharf,4.59511985,7.002155954,5.636961589,1.166666667,4.831681362,4
NYC,Flatbush,2.708050201,6.907755279,4.321306977,1.196363636,3.612034707,1
NYC,Flatiron District,3.891820298,7.003065459,5.435698264,1.194285714,4.551421991,4
NYC,Flatlands,3.401197382,7.43838353,4.386973735,1.157894737,3.788750044,2
LA,Florence-Graham,4.317488114,4.369447852,4.343467983,1,4.343467983,4
NYC,Flushing,2.995732274,7.495541944,4.368617216,1.275362319,3.425393045,1
DC,Foggy Bottom,3.218875825,7.575584652,4.984656255,0.87012987,5.728634801,4
NYC,Fordham,3.610917913,4.605170186,4.002228268,1,4.002228268,3
SF,Forest Hill,4.007333185,6.396929655,5.222211196,1.692307692,3.085852071,1
NYC,Forest Hills,3.401197382,6.396929655,4.514555857,1.174242424,3.84465402,2
DC,Forest Hills,3.401197382,6.396929655,4.514555857,1.174242424,3.84465402,2
DC,Fort Davis,4.248495242,4.779123493,4.527165209,1.333333333,3.395373907,1
DC,Fort Dupont,3.871201011,5.416100402,4.606536446,2.25,2.047349531,1
NYC,Fort Greene,3.555348061,6.684611728,4.850015578,1.122222222,4.321796059,4
DC,Fort Lincoln,3.663561646,7.495541944,4.752720743,1.833333333,2.592393132,1
DC,Fort Totten,3.912023005,6.551080335,4.791708782,1.666666667,2.875025269,1
NYC,Fort Wadsworth,4.49980967,5.703782475,5.101796072,1,5.101796072,4
DC,Foxhall,3.713572067,7.090076836,5.352533778,2.083333333,2.569216213,1
NYC,Fresh Meadows,3.912023005,4.094344562,4.03357071,1,4.03357071,3
DC,Friendship Heights,4.430816799,5.991464547,5.021399963,1.5,3.347599975,1
Chicago,Galewood,5.010635294,5.220355825,5.11549556,3,1.705165187,1
DC,Gallaudet,4.317488114,7.090076836,5.162172434,1.6,3.226357772,1
LA,Gardena,3.044522438,5.293304825,3.862412779,1.12,3.448582839,1
DC,Garfield Heights,3.688879454,3.688879454,3.688879454,1,3.688879454,2
Chicago,Garfield Park,3.218875825,5.991464547,4.126385227,1.516129032,2.721658341,1
Chicago,Garfield Ridge,3.555348061,4.382026635,3.914679062,1,3.914679062,3
DC,Gateway,4.442651256,6.739336627,5.590993942,2,2.795496971,1
DC,Georgetown,2.302585093,6.907755279,5.337659555,1.421052632,3.756130798,2
NYC,Gerritsen Beach,4.828313737,4.828313737,4.828313737,1,4.828313737,4
LA,Glassell Park,4.007333185,6.396929655,4.677330623,1.333333333,3.507997968,1
SF,Glen Park,4.094344562,6.902742737,5.189847894,1.569444444,3.306805738,1
LA,Glendale,3.401197382,7.313220387,4.691059014,1.399014778,3.353116126,1
NYC,Glendale,3.401197382,7.313220387,4.691059014,1.399014778,3.353116126,1
LA,Glendora,3.218875825,7.047517221,4.537536579,2.058823529,2.203946339,1
DC,Glover Park,3.218875825,7.313220387,4.981018014,1.322580645,3.766135572,2
Chicago,Gold Coast,3.218875825,7.150701458,4.863743306,0.911764706,5.334428142,4
DC,Good Hope,3.433987204,5.703782475,4.377221695,1.2,3.647684746,2
Boston,Government Center,5.192956851,5.521460918,5.357208884,1,5.357208884,4
NYC,Gowanus,3.555348061,6.620073207,4.88170963,1.4,3.48693545,1
NYC,Gramercy Park,3.80666249,6.907755279,5.068998005,0.961904762,5.269750402,4
LA,Granada Hills North,3.688879454,6.684611728,4.439611055,1.285714286,3.45303082,1
Chicago,Grand Crossing,3.891820298,5.129898715,4.394543304,2,2.197271652,1
NYC,Graniteville,5.703782475,5.703782475,5.703782475,3,1.901260825,1
NYC,Grant City,4.382026635,4.382026635,4.382026635,0,inf,4
NYC,Grasmere,3.36729583,4.787491743,3.78603071,1,3.78603071,2
NYC,Gravesend,2.995732274,6.109247583,4.221895875,1.078947368,3.912976665,3
NYC,Great Kills,4.17438727,5.010635294,4.568975762,1.8,2.538319868,1
NYC,Greenpoint,2.302585093,6.620073207,4.668060157,1.179166667,3.958778932,3
DC,Greenway,3.465735903,4.787491743,4.167240963,1,4.167240963,3
NYC,Greenwich Village,3.912023005,7.600402335,5.265134819,1.078498294,4.881912981,4
NYC,Greenwood Heights,3.33220451,6.684611728,4.572499265,1.25,3.657999412,2
NYC,Grymes Hill,4.442651256,5.298317367,4.745701916,1.333333333,3.559276437,1
SF,Haight-Ashbury,3.912023005,6.907755279,5.163515415,1.479452055,3.490153938,1
NYC,Hamilton Heights,2.772588722,6.514712691,4.402470734,1.158146965,3.801305764,2
LA,Harbor City,3.951243719,6.068425588,4.597132889,1.444444444,3.182630461,1
LA,Harbor Gateway,3.401197382,5.521460918,4.088464993,1.3,3.144973072,1
NYC,Harlem,2.995732274,7.522940918,4.636396618,1.127365357,4.112594547,3
Boston,Harvard Square,5.480638923,5.480638923,5.480638923,1,5.480638923,4
LA,Hawaiian Gardens,3.912023005,4.744932128,4.26345661,1.4,3.04532615,1
LA,Hawthorne,3.465735903,5.703782475,4.384542723,1.375,3.188758344,1
SF,Hayes Valley,2.302585093,7.377758908,5.275646816,1.395604396,3.780187876,2
NYC,Hell's Kitchen,2.302585093,7.279318835,5.131273684,1.148690293,4.467064548,4
LA,Hermon,3.555348061,5.521460918,4.421900995,1.461538462,3.025511207,1
Chicago,Hermosa,3.401197382,4.317488114,3.963211745,1.6,2.47700734,1
LA,Hermosa Beach,3.912023005,7.358830898,5.370423534,1.6625,3.230329945,1
NYC,Highbridge,3.610917913,4.605170186,4.049082925,1.105263158,3.66345598,2
LA,Highland Park,3.218875825,6.109247583,4.455948039,1.223602484,3.641663118,2
DC,"Hilcrest Heights/Marlow Heights, MD",4.007333185,4.007333185,4.007333185,1,4.007333185,3
DC,Hillbrook,4.094344562,4.17438727,4.134365916,1,4.134365916,3
DC,Hillcrest,3.401197382,6.907755279,4.871021344,2,2.435510672,1
NYC,Hillcrest,3.401197382,6.907755279,4.871021344,2,2.435510672,1
LA,Hollywood,2.833213344,7.313220387,4.688394811,1.090909091,4.297695243,4
LA,Hollywood Hills,3.17805383,7.309881486,5.081279062,1.52866242,3.324003387,1
NYC,Howard Beach,3.80666249,5.036952602,4.255413067,1,4.255413067,4
NYC,Hudson Square,4.248495242,6.551080335,5.354621363,1.295454545,4.133391929,3
NYC,Huguenot,3.80666249,6.551080335,5.178871412,2.5,2.071548565,1
Chicago,Humboldt Park,3.218875825,6.214608098,4.407554515,1.522123894,2.895660815,1
LA,Huntington Park,2.944438979,4.248495242,3.701652409,1,3.701652409,2
NYC,Hunts Point,3.610917913,4.317488114,3.864703616,0.888888889,4.347791568,4
Chicago,Hyde Park,3.17805383,6.476972363,4.364885044,1.321428571,3.30315625,1
Boston,Hyde Park,3.17805383,6.476972363,4.364885044,1.321428571,3.30315625,1
SF,Ingleside,3.951243719,5.910796644,4.762323755,1.325,3.594206608,1
LA,Inglewood,2.995732274,5.521460918,4.007569051,1.153061224,3.475590858,1
SF,Inner Sunset,3.80666249,7.279318835,5.020891654,1.495867769,3.35650768,1
NYC,Inwood,2.302585093,5.953243334,4.310574139,1.110091743,3.883079183,3
Chicago,Irving Park,3.135494216,5.703782475,4.245203117,1.355932203,3.130837299,1
LA,Irwindale,3.912023005,3.912023005,3.912023005,1,3.912023005,3
DC,Ivy City,4.17438727,4.624972813,4.474325284,1,4.474325284,4
NYC,Jackson Heights,2.944438979,6.194405391,4.250936656,1.120567376,3.793557396,2
NYC,Jamaica,2.995732274,7.003065459,4.323034256,1.212230216,3.566182561,1
Boston,Jamaica Plain,3.218875825,6.586171655,4.76603586,1.519480519,3.13662189,1
SF,Japantown,4.59511985,5.480638923,5.01766913,1.285714286,3.902631545,3
Chicago,Jefferson Park,3.610917913,4.700480366,4.085788993,1.25,3.268631195,1
DC,Judiciary Square,4.317488114,7.313220387,5.642381041,1.363636364,4.137746097,3
DC,Kalorama,3.218875825,7.003065459,4.964170265,1.211267606,4.098326614,3
NYC,Kensington,3.17805383,5.926926026,4.328778589,1.306451613,3.313386081,1
DC,Kent,4.094344562,5.700443573,4.911180832,2,2.455590416,1
Chicago,Kenwood,3.218875825,6.29156914,4.341556074,1.230769231,3.52751431,1
NYC,Kew Garden Hills,3.496507561,5.105945474,4.346289577,1.310344828,3.316905203,1
DC,Kingman Park,3.555348061,7.313220387,4.868095929,1.285714286,3.786296834,2
NYC,Kingsbridge,3.433987204,5.298317367,4.333298775,1,4.333298775,4
NYC,Kingsbridge Heights,3.465735903,5.298317367,4.258218519,0.944444444,4.508701961,4
NYC,Kips Bay,3.850147602,7.34601021,5.096437245,1.024024024,4.976872735,4
LA,La Canada Flintridge,4.248495242,6.599870499,4.934599389,1.5625,3.158143609,1
LA,La Crescenta-Montrose,4.007333185,5.616771098,4.71407553,1.272727273,3.703916488,2
LA,La Habra,4.317488114,4.317488114,4.317488114,1,4.317488114,4
LA,La Mirada,3.663561646,5.293304825,4.273801966,1.272727273,3.357987259,1
LA,La Puente,3.401197382,3.80666249,3.671507454,1,3.671507454,2
LA,Lake Balboa,2.995732274,6.104793232,4.280443049,1.311111111,3.264744698,1
SF,Lakeshore,3.091042453,6.684611728,4.798244724,1.230769231,3.898573838,3
Chicago,Lakeview,3.555348061,7.090076836,4.938308643,1.565891473,3.153672351,1
LA,Lakewood,3.295836866,5.703782475,4.277324639,1.045454545,4.091354003,3
DC,Lamond Riggs,3.555348061,6.214608098,4.423674526,1.052631579,4.2024908,4
DC,Langdon,4.110873864,5.703782475,4.643318821,1.25,3.714655056,2
LA,Laurel Canyon,3.688879454,7.549609165,5.533759293,1.97037037,2.808486859,1
LA,Lawndale,3.555348061,6.300785795,4.376549653,1.263157895,3.464768475,1
DC,LeDroit Park,2.995732274,6.932447892,5.052597948,1.641509434,3.078019439,1
Boston,Leather District,4.59511985,6.551080335,5.340868574,1.555555556,3.433415512,1
NYC,Lefferts Garden,3.401197382,6.684611728,4.402733977,1.140762463,3.859466031,2
NYC,Lighthouse HIll,5.298317367,5.298317367,5.298317367,1,5.298317367,4
LA,Lincoln Heights,2.772588722,5.828945618,4.28018604,1.431372549,2.990266959,1
DC,Lincoln Heights,2.772588722,5.828945618,4.28018604,1.431372549,2.990266959,1
Chicago,Lincoln Park,3.433987204,6.684611728,4.938959005,1.579617834,3.126679693,1
Chicago,Lincoln Square,2.995732274,5.991464547,4.581571093,1.365384615,3.355516857,1
NYC,Lindenwood,4.605170186,5.231108617,4.807235183,2.25,2.13654897,1
NYC,Little Italy,4.094344562,6.549650742,5.011234248,1.277777778,3.921835498,3
Chicago,Little Italy/UIC,2.708050201,5.857933154,4.146091171,1.317460317,3.147033057,1
Chicago,Little Village,3.218875825,5.855071922,3.986160712,1.285714286,3.100347221,1
DC,Logan Circle,2.772588722,7.313220387,5.221931189,1.326271186,3.937302749,3
Chicago,Logan Square,2.302585093,7.313220387,4.541350144,1.577464789,2.878891609,1
LA,Lomita,3.555348061,5.991464547,4.492043428,1.352941176,3.320206012,1
LA,Long Beach,3.135494216,6.683360946,4.621977154,1.289703316,3.583752245,1
NYC,Long Island City,3.526360525,6.214608098,4.704175336,1.1,4.276523033,4
NYC,Longwood,3.496507561,5.043425117,4.187159537,1,4.187159537,3
Chicago,Loop,3.218875825,5.988961417,4.932465702,1.275641026,3.86665653,2
LA,Los Feliz,3.555348061,7.207859871,4.780376432,1.262626263,3.786058134,2
NYC,Lower East Side,3.36729583,6.907755279,4.939267953,1.12364946,4.395737398,4
SF,Lower Haight,4.094344562,7.244227516,5.263009894,1.370967742,3.838901335,2
LA,Lynwood,3.912023005,4.442651256,4.221883967,1,4.221883967,4
Chicago,Magnificent Mile,5.293304825,5.293304825,5.293304825,2,2.646652412,1
LA,Malibu,3.496507561,7.575584652,5.926611883,2.059459459,2.877751177,1
NYC,Manhattan,4.262679877,5.703782475,4.966106838,0.9375,5.297180627,4
LA,Manhattan Beach,3.688879454,7.264030143,5.370566239,1.792,2.996967767,1
NYC,Manhattan Beach,3.688879454,7.264030143,5.370566239,1.792,2.996967767,1
DC,Manor Park,3.63758616,5.857933154,4.508713879,1.341463415,3.361041255,1
LA,Mar Vista,3.401197382,6.907755279,4.715785758,1.336601307,3.52819179,1
NYC,Marble Hill,3.688879454,4.882801923,4.178910527,1.285714286,3.250263743,1
SF,Marina,4.007333185,7.495541944,5.542515624,1.297709924,4.270997334,4
LA,Marina Del Rey,4.17438727,7.312553498,5.304035092,1.553097345,3.415133706,1
NYC,Marine Park,3.80666249,4.49980967,4.072831722,1,4.072831722,3
NYC,Mariners Harbor,4.442651256,5.010635294,4.726643275,2,2.363321638,1
DC,Marshall Heights,3.688879454,6.214608098,4.308566942,1.090909091,3.949519697,3
NYC,Maspeth,3.526360525,5.298317367,4.260354269,1.258064516,3.386435444,1
DC,Massachusetts Heights,4.442651256,4.442651256,4.442651256,0,inf,4
Boston,Mattapan,3.17805383,5.187385806,4.108464667,1.16,3.541779885,1
Chicago,McKinley Park,3.401197382,4.477336814,4.014111725,1,4.014111725,3
NYC,Meatpacking District,4.48863637,6.684611728,5.369097837,0.911764706,5.88868795,4
NYC,Meiers Corners,3.891820298,4.382026635,4.1505745,1,4.1505745,3
NYC,Melrose,3.737669618,5.416100402,4.30093201,0.833333333,5.161118412,4
DC,Michigan Park,3.295836866,5.826000107,4.602231334,1.444444444,3.186160155,1
LA,Mid-City,2.708050201,6.907755279,4.36484888,1.287610619,3.389882636,1
LA,Mid-Wilshire,2.48490665,7.595889918,4.674081637,1.286330935,3.633654069,2
NYC,Middle Village,3.465735903,5.560681631,4.473889327,1.227272727,3.645391304,2
NYC,Midland Beach,3.912023005,4.828313737,4.427485751,1.222222222,3.622488342,1
NYC,Midtown,2.302585093,7.313220387,5.386343242,0.981132075,5.489926765,4
NYC,Midtown East,3.737669618,7.374629015,5.275818568,1.002267574,5.263882327,4
NYC,Midwood,3.135494216,6.396929655,4.241731611,1.091954023,3.884533159,3
NYC,Mill Basin,6.214608098,6.214608098,6.214608098,6,1.035768016,1
SF,Mission Bay,4.382026635,6.476972363,5.115257093,0.833333333,6.138308511,4
SF,Mission District,3.496507561,7.467371067,5.108584314,1.379310345,3.703723628,2
Boston,Mission Hill,3.33220451,6.770789424,4.652466312,1.348314607,3.450579181,1
LA,Mission Hills,4.382026635,5.686975356,5.034500996,2,2.517250498,1
SF,Mission Terrace,3.970291914,5.991464547,4.836351398,1.471698113,3.28623877,1
LA,Monrovia,3.091042453,5.521460918,4.346593606,1.72,2.527089306,1
Chicago,Montclare,4.787491743,4.787491743,4.787491743,2,2.393745871,1
LA,Montebello,3.496507561,4.382026635,3.830513551,1.2,3.192094625,1
LA,Montecito Heights,3.912023005,5.501258211,4.667792963,1.5,3.111861975,1
LA,Monterey Hills,3.688879454,5.010635294,4.339569927,1.125,3.857395491,2
LA,Monterey Park,2.890371758,7.313220387,4.284452456,1.428571429,2.999116719,1
Chicago,Morgan Park,3.33220451,4.369447852,4.031682566,1.25,3.225346053,1
NYC,Morningside Heights,3.401197382,6.109247583,4.522499646,1.079681275,4.188735835,3
NYC,Morris Heights,3.526360525,4.700480366,4.099224009,1,4.099224009,3
NYC,Morris Park,3.36729583,4.17438727,3.734523163,0.8,4.668153953,4
NYC,Morrisania,3.401197382,6.522092798,4.587487159,1.444444444,3.175952648,1
NYC,Mott Haven,3.555348061,6.11146734,4.314564832,1.159090909,3.722369659,2
NYC,Mount Eden,3.401197382,4.094344562,3.818310693,1,3.818310693,2
DC,Mount Pleasant,2.302585093,7.170119543,4.872588879,1.325396825,3.676324543,2
DC,Mount Vernon Square,3.784189634,7.090076836,5.22266514,1.365384615,3.825050525,2
LA,Mount Washington,3.218875825,6.214608098,4.555225885,1.239583333,3.674804076,2
DC,"Mt Rainier/Brentwood, MD",3.912023005,6.620073207,4.827779977,2.333333333,2.069048562,1
DC,Mt. Pleasant,4.477336814,4.477336814,4.477336814,1,4.477336814,4
DC,Mt. Vernon Square,5.733341277,5.733341277,5.733341277,2,2.866670638,1
NYC,Murray Hill,3.688879454,7.070724107,5.133916409,0.942105263,5.449408478,4
DC,Navy Yard,3.526360525,6.907755279,5.400502186,1.171428571,4.610184793,4
DC,Naylor Gardens,3.912023005,5.298317367,4.563065523,1.5,3.042043682,1
Chicago,Near North Side,3.912023005,6.214608098,4.903590057,0.9375,5.23049606,4
DC,Near Northeast,4.094344562,4.094344562,4.094344562,1,4.094344562,3
DC,Near Northeast/H Street Corridor,3.688879454,7.313220387,5.107823052,1.446494465,3.53117359,1
Chicago,Near West Side,3.401197382,5.521460918,4.57338663,1.941176471,2.355987052,1
NYC,New Brighton,3.912023005,5.010635294,4.546279195,2.2,2.066490543,1
NYC,New Dorp Beach,4.127134385,4.127134385,4.127134385,1,4.127134385,3
NYC,New Springville,4.094344562,4.49980967,4.297077116,1,4.297077116,4
Boston,Newton,4.605170186,4.605170186,4.605170186,1,4.605170186,4
SF,Nob Hill,4.17438727,7.003065459,5.222246163,1.112068966,4.695973293,4
SF,Noe Valley,3.218875825,7.313220387,5.282944762,1.525316456,3.463507354,1
NYC,Noho,4.442651256,7.313220387,5.619347484,1.244897959,4.513902078,4
NYC,Nolita,4.077537444,6.476972363,5.180392776,1.137755102,4.553170332,4
SF,North Beach,4.094344562,6.684611728,5.1850943,1.38961039,3.731329543,2
Chicago,North Center,3.044522438,6.907755279,4.759823905,1.789473684,2.659901594,1
DC,North Cleveland Park,3.970291914,5.521460918,4.382634261,0.75,5.843512348,4
Boston,North End,3.80666249,6.902742737,5.142065248,1.515923567,3.392034638,1
